,Employee_Name,Employee_Id,Project_Id,Start_Date,End_Date,Allocated_Days,Completed_In_Days,Login_Time,Logout_Time,isOnTime,Joining_Date,Appraisal_Cycles,YearsInCompany,Complaints_received,average_monthly_hours,Behavior
838,Johnny Boyce,838,8822,2012-01-08,2020-12-16,3266,3265,8:6,8:7,0,2011-02-22,4,10,8,238,Average
839,Elias Schneider,839,6588,2017-10-10,2018-02-26,132,139,8:17,7:23,1,2016-12-15,0,4,3,126,Average
840,Dean Izaguirre,840,6993,2009-01-28,2013-05-25,1580,1578,9:36,8:22,1,2008-10-29,9,12,0,138,Good
841,Dennis Dorgan,841,5285,2014-08-23,2020-11-14,2271,2275,10:54,8:9,0,2013-08-27,0,7,8,299,Below Average
842,Ellen Gifford,842,7920,2016-12-28,2017-03-26,94,88,8:12,8:47,0,2016-01-01,0,5,2,254,Good
843,Elizabeth Loftus,843,4398,2005-06-06,2020-03-29,5410,5410,9:33,8:57,0,2004-11-25,2,16,8,156,Bad
844,Christie Jones,844,5703,2018-07-14,2021-03-15,980,975,10:27,7:5,1,2018-02-11,2,3,0,152,Good
845,Elvira Guiles,845,4823,2001-01-17,2014-05-08,4855,4859,8:36,8:43,0,2000-12-05,7,20,8,146,Bad
846,David Kemp,846,9139,2017-11-21,2019-07-06,599,592,9:9,8:25,1,2017-10-22,0,3,0,253,Excellent
847,Robert Howard,847,3005,2003-06-21,2003-07-17,17,26,8:52,7:41,1,2003-02-18,6,18,8,227,Average
848,Mary Atkins,848,2947,2006-05-27,2007-09-24,490,485,8:37,8:10,0,2005-11-20,6,15,7,301,Average
849,Rich Thomas,849,2959,2009-10-22,2020-02-16,3765,3769,8:3,8:50,1,2009-05-17,7,12,3,294,Good
850,Joann Thompson,850,3571,2016-04-26,2020-01-06,1353,1350,10:33,7:49,1,2015-10-20,2,5,1,151,Good
851,Jeffrey Lutz,851,4316,2002-11-28,2018-07-09,5695,5702,8:55,7:20,0,2002-11-21,1,18,9,128,Bad
852,Antonio Bertalan,852,7262,2001-09-13,2013-05-03,4258,4250,9:6,7:27,1,2001-08-01,13,19,3,217,Good
853,Cecilia Talmage,853,8300,2001-01-21,2007-03-21,2241,2250,8:16,8:26,1,2000-09-12,13,20,8,160,Bad
854,Jeffrey Raines,854,1348,2001-03-01,2018-04-17,6259,6256,8:49,8:40,0,2001-02-02,10,20,7,263,Average
855,Helen Adriance,855,6826,2014-05-14,2014-08-13,91,91,8:58,7:8,1,2014-04-29,2,7,0,156,Average
856,Jon Grant,856,9741,2016-07-17,2017-05-12,304,299,9:24,8:39,1,2016-04-09,3,5,1,273,Excellent
857,Jane Fritz,857,9579,2012-11-20,2019-08-01,2436,2445,10:34,7:40,0,2011-12-12,5,9,4,303,Good
858,Sophia Huffines,858,2753,2014-04-25,2018-10-14,1637,1633,8:20,7:19,0,2013-05-28,2,8,7,253,Average
859,Richard Simpson,859,8212,2014-04-05,2017-04-20,1109,1111,8:39,7:48,1,2014-01-07,4,7,0,270,Excellent
860,Leo Kessler,860,5045,2004-02-19,2004-05-01,81,72,8:39,7:6,0,2003-07-14,5,17,7,218,Below Average
861,Maggie Peterson,861,1271,2012-09-19,2017-06-30,1740,1745,9:24,7:28,1,2011-12-14,8,9,1,144,Average
862,Gina Bradley,862,1758,2017-09-23,2019-09-27,741,734,10:59,7:44,0,2016-11-11,2,4,3,154,Average
863,Christine Flowers,863,3974,2009-10-19,2011-07-25,643,644,8:54,7:0,0,2009-04-16,9,12,3,146,Average
864,Mary Mcbride,864,1379,2016-08-26,2018-01-23,521,515,8:55,8:2,1,2016-01-21,2,5,0,260,Excellent
865,Felicia Gagner,865,2609,2004-01-14,2015-02-06,4037,4041,9:38,8:11,1,2003-10-28,1,17,4,218,Average
866,Darren Huszar,866,6546,2004-02-23,2012-04-24,2991,2983,8:46,7:33,0,2003-11-02,10,17,7,128,Bad
867,Laurence Jenkins,867,2414,2004-01-23,2018-09-07,5340,5341,9:19,8:16,0,2003-07-08,11,17,8,128,Bad
868,Beverly Rice,868,3828,2011-10-05,2021-04-28,3495,3493,8:44,8:49,1,2011-03-24,4,10,2,248,Good
869,Maryann Bennett,869,5469,2009-07-13,2014-05-17,1769,1769,10:40,8:28,0,2008-12-04,1,12,8,152,Bad
870,Zachery Toth,870,6779,2017-11-26,2018-10-25,339,333,9:13,8:56,0,2016-12-09,3,4,3,126,Average
871,Nicole Vanpelt,871,8530,2009-12-29,2020-02-13,3691,3698,10:45,7:9,1,2009-05-07,7,12,5,260,Good
872,Alberta Penwell,872,1316,2002-05-23,2014-04-04,4342,4334,9:27,8:12,0,2001-07-07,1,19,8,263,Average
873,Lillian Munn,873,1917,2009-09-08,2017-06-02,2824,2824,10:27,7:19,1,2009-06-10,3,11,2,220,Good
874,Margaret Pitts,874,1812,2004-08-26,2014-01-15,3434,3429,10:38,7:39,1,2004-06-23,7,16,3,282,Good
875,Lisa Hams,875,5906,2011-02-17,2016-05-17,1908,1916,10:25,7:38,1,2010-12-28,2,10,8,277,Average
876,Roger Flynn,876,1670,2011-11-04,2012-01-04,65,61,10:36,7:37,1,2011-01-14,5,10,0,257,Excellent
877,Heather Sill,877,7283,2007-07-05,2021-03-20,4998,5007,9:9,8:42,0,2006-12-10,5,14,10,265,Below Average
878,Joanne Brown,878,3587,2018-04-07,2018-09-06,156,152,9:29,7:33,0,2017-11-01,1,3,2,143,Average
879,Betty Thomas,879,4323,2016-05-06,2017-01-19,249,258,10:15,7:16,1,2015-09-01,0,5,6,263,Average
880,Adell Yuengling,880,8017,2006-01-04,2007-03-29,454,449,9:31,7:21,0,2005-02-19,13,16,3,154,Average
881,Joseph Garza,881,4037,2005-11-21,2010-04-22,1611,1613,9:37,7:6,0,2004-11-30,11,16,1,253,Good
882,Dennis Pierson,882,3699,2006-07-01,2016-09-12,3734,3726,9:22,8:31,0,2006-03-19,7,15,7,294,Average
883,Felicia Johnson,883,9020,2012-11-05,2018-08-06,2095,2100,9:47,7:26,0,2011-11-27,7,9,2,128,Average
884,Carol Nevarez,884,4713,2008-03-13,2008-05-12,69,60,10:50,8:16,0,2007-10-11,12,13,3,153,Average
885,Carl Schenck,885,5971,2009-04-15,2016-07-11,2643,2644,10:48,8:23,1,2009-03-26,9,12,1,256,Excellent
886,Shawn Tomlinson,886,2590,2011-10-15,2018-05-12,2407,2401,10:5,7:54,1,2011-02-03,9,10,1,127,Good
887,Andrea Hewett,887,3261,2016-04-06,2016-06-01,48,56,9:50,8:12,0,2016-02-04,1,5,5,137,Below Average
888,Karl Soucy,888,1635,2007-06-23,2017-08-13,3711,3704,8:44,7:20,0,2007-05-23,8,14,7,295,Average
889,Chris Patrylak,889,9952,2005-12-13,2014-10-22,3227,3235,8:56,8:53,0,2005-09-29,3,15,10,281,Below Average
890,Ryan Ramirez,890,3966,2016-01-03,2018-04-09,827,827,9:18,8:21,0,2015-07-15,0,5,2,131,Average
891,Olivia Vela,891,3888,2007-06-14,2013-09-13,2274,2283,10:5,7:57,1,2007-03-10,3,14,8,237,Average
892,Corrina Moreno,892,3824,2012-11-12,2013-10-03,330,325,10:49,7:18,0,2012-10-31,5,8,2,276,Good
893,Mason Tallie,893,4856,2003-09-11,2012-03-29,3119,3122,10:55,8:20,0,2003-01-05,9,18,8,267,Good
894,Lorraine Lawton,894,7078,2010-07-22,2018-09-18,2982,2980,9:37,7:7,0,2010-04-08,5,11,8,266,Average
895,Wesley Lopez,895,4600,2009-08-03,2015-02-27,2026,2034,10:12,8:43,1,2008-11-19,8,12,2,294,Good
896,Laura Farmer,896,1535,2010-07-18,2017-04-23,2477,2471,10:15,7:19,0,2009-10-05,7,11,3,134,Average
897,Jody Vega,897,6753,2015-08-16,2021-03-07,2027,2030,8:11,7:51,1,2014-12-18,2,6,1,309,Excellent
898,Raymond Hefner,898,3588,2009-06-10,2009-10-10,129,122,8:20,7:19,0,2008-07-27,11,12,2,273,Good
899,Sandra Reyes,899,2335,2016-09-22,2017-12-27,453,461,9:34,7:40,1,2016-07-21,0,4,3,238,Good
900,Michael Conley,900,9559,2005-12-24,2007-07-02,558,555,10:49,7:5,0,2005-12-01,2,15,8,271,Average
901,Kurt Webb,901,5507,2013-05-12,2019-10-03,2331,2335,9:11,7:57,1,2012-09-11,0,8,6,145,Below Average
902,Aaron Norton,902,3646,2017-04-01,2017-06-25,86,85,10:22,7:41,1,2017-01-14,2,4,1,152,Good
903,Yvette Keeton,903,5457,2014-07-05,2017-03-29,989,998,8:10,7:24,1,2014-03-30,1,7,7,128,Bad
904,Hobert Raines,904,6880,2010-06-22,2018-11-27,3081,3080,10:3,8:18,1,2010-05-24,2,11,3,142,Average
905,Caitlin Elder,905,2231,2013-01-02,2014-04-29,482,482,9:31,7:18,1,2012-01-25,6,9,1,238,Excellent
906,Wayne Mark,906,7288,2001-07-02,2020-07-18,6965,6956,8:9,8:23,1,2000-07-10,10,20,3,286,Good
907,Tracy Gregory,907,8946,2004-06-09,2006-09-22,827,835,9:41,7:43,0,2003-06-22,9,17,9,291,Below Average
908,Alfonso Maresca,908,1101,2016-06-11,2017-02-16,256,250,9:31,8:48,1,2016-01-11,0,5,1,259,Excellent
909,Juliet Batson,909,9388,2010-11-01,2014-02-26,1205,1213,8:52,8:35,0,2010-05-06,8,11,4,248,Good
910,Randal Kaiser,910,3272,2006-02-06,2016-10-02,3893,3891,10:43,8:24,1,2005-05-07,14,16,1,271,Excellent
911,Ann Rosa,911,5622,2006-11-27,2013-10-25,2515,2524,10:28,7:7,1,2006-03-29,5,15,7,140,Bad
912,Richard Alexander,912,8947,2011-03-20,2011-09-21,188,185,10:50,8:5,1,2010-10-05,2,10,3,274,Good
913,John Mitchell,913,4333,2001-05-15,2001-10-18,149,156,10:55,7:36,1,2000-12-25,4,20,7,127,Bad
914,Mary Holston,914,3130,2013-12-19,2014-11-20,337,336,8:8,8:15,1,2013-09-19,3,7,0,275,Excellent
915,Rebecca Olivarez,915,6541,2018-10-05,2019-03-24,164,170,10:25,7:44,1,2018-07-06,1,2,0,239,Excellent
916,Clara Holguin,916,8248,2008-07-05,2008-12-31,183,179,10:37,8:24,0,2008-01-27,0,13,8,304,Average
917,Phillis Burgin,917,1672,2013-04-26,2018-11-24,2037,2038,9:25,7:9,1,2012-11-22,7,8,1,145,Good
918,Beverly Young,918,9804,2007-05-21,2016-09-22,3421,3412,8:15,7:8,0,2007-04-15,1,14,7,259,Average
919,Carl Aliff,919,4824,2015-11-14,2018-04-12,871,880,9:13,7:22,1,2015-01-14,2,6,2,264,Good
920,Lynn Holm,920,4169,2011-12-12,2014-11-01,1059,1055,9:7,8:7,0,2011-05-07,7,10,3,160,Average
921,Kristopher Suben,921,6545,2007-01-20,2021-01-27,5114,5121,9:21,7:42,1,2007-01-04,4,14,8,138,Bad
922,Tammy Spitler,922,9084,2009-12-19,2014-07-29,1685,1683,9:40,7:37,1,2009-03-08,1,12,2,137,Average
923,Holly Dennis,923,9912,2009-11-18,2019-08-19,3552,3561,10:59,8:6,1,2009-06-10,0,11,8,156,Bad
924,Dorothy Davis,924,7233,2005-04-29,2017-01-08,4277,4272,10:9,8:48,0,2005-04-10,2,16,7,147,Bad
925,Sylvia Turner,925,9227,2012-07-27,2017-11-25,1943,1947,9:52,8:35,0,2011-08-19,5,9,2,243,Good
926,Christopher Williams,926,9138,2013-03-21,2016-10-18,1315,1307,10:54,7:59,1,2012-11-29,5,8,0,236,Excellent
927,Jimmy Mckinnis,927,8921,2011-03-02,2017-09-28,2402,2402,8:41,8:21,1,2010-11-15,7,10,1,212,Excellent
928,Susan Smith,928,2624,2004-11-29,2009-11-20,1826,1817,8:22,8:36,1,2004-05-27,15,17,1,261,Excellent
929,Rick Rodriguez,929,9839,2012-08-23,2019-09-03,2561,2567,10:15,7:50,1,2012-08-20,7,8,1,243,Excellent
930,Dorothy Heilig,930,4815,2009-05-08,2016-02-09,2470,2468,9:4,8:6,0,2008-12-02,5,12,8,271,Average
931,Celia Martin,931,2127,2004-07-20,2011-07-22,2551,2558,9:20,7:42,0,2004-07-10,6,16,10,154,Bad
932,Suzanne Luzar,932,9570,2004-09-24,2012-03-31,2747,2745,8:35,8:51,1,2004-04-19,15,17,0,151,Good
933,Ann Fritz,933,6812,2003-05-10,2012-10-16,3442,3447,8:16,8:52,1,2002-07-01,2,18,5,254,Good
934,Annette Geisinsky,934,1255,2006-02-25,2020-05-11,5191,5189,9:9,8:5,1,2006-01-01,3,15,2,285,Good
935,Elizabeth Young,935,7110,2004-06-11,2008-03-12,1362,1370,9:26,8:24,0,2003-07-13,2,17,9,130,Bad
936,Claudia Jackson,936,2647,2002-05-11,2011-05-07,3287,3283,10:56,8:34,0,2001-12-16,1,19,8,301,Average
937,Saul Fowler,937,5604,2007-12-04,2019-02-20,4095,4096,9:55,8:51,1,2007-04-11,1,14,4,286,Good
938,Melissa Stevens,938,7906,2005-02-23,2010-06-05,1932,1928,9:1,7:29,1,2004-09-19,4,16,2,246,Good
939,Kevin Staples,939,6019,2013-09-08,2015-12-25,838,838,8:42,7:30,1,2013-03-13,3,8,1,135,Average
940,Kenton Farber,940,6971,2003-11-06,2013-12-04,3681,3681,9:34,8:29,1,2003-04-22,13,18,0,245,Excellent
941,Margaret Rice,941,4094,2003-01-28,2019-09-08,6062,6067,9:55,8:11,1,2002-04-23,14,19,3,136,Average
942,Eleanor Miller,942,7237,2016-08-19,2018-05-09,636,628,8:23,7:39,1,2016-04-16,4,5,1,301,Excellent
943,Elizabeth Martinez,943,5711,2015-03-03,2016-01-16,319,319,8:38,8:3,1,2014-06-29,4,6,1,235,Excellent
944,Milton Williams,944,4210,2014-11-02,2020-10-13,2180,2172,9:13,7:6,0,2014-07-17,3,6,3,272,Good
945,Sandra Tedder,945,6569,2011-04-01,2020-11-16,3512,3517,10:29,7:6,0,2011-03-03,4,10,7,274,Average
946,Vivian Uzelac,946,8931,2006-12-01,2011-01-03,1503,1494,10:6,7:26,0,2006-03-06,4,15,8,131,Bad
947,Megan Knopf,947,8006,2007-01-06,2017-11-12,3955,3963,8:54,8:51,0,2006-03-28,9,15,9,135,Bad
948,Jesse Mills,948,1372,2010-11-04,2015-03-05,1589,1582,10:48,7:38,0,2010-07-29,1,10,8,196,Below Average
949,Jonathan Chaffee,949,1310,2012-08-06,2019-02-13,2373,2382,9:47,8:57,1,2012-08-03,1,8,8,285,Average
950,Sherry Carpenter,950,9631,2005-02-19,2005-07-21,155,152,9:56,7:19,1,2004-03-29,12,17,1,289,Excellent
951,Donald Baird,951,6597,2009-10-03,2015-08-23,2144,2150,8:39,8:40,0,2009-07-09,0,11,8,157,Bad
952,William Mann,952,2720,2010-07-27,2019-01-11,3093,3090,8:0,7:4,1,2009-11-10,4,11,2,308,Good
953,Cynthia Miers,953,7713,2003-07-02,2014-08-16,4055,4063,8:7,7:24,0,2002-10-10,16,18,5,301,Good
954,Christopher Payne,954,9335,2016-08-02,2017-08-23,390,386,10:43,8:54,0,2016-06-09,2,4,3,131,Average
955,Donna Reed,955,4195,2005-02-08,2006-01-22,343,348,9:35,7:2,0,2004-02-10,5,17,7,262,Average
956,Cherri Surano,956,8267,2008-09-09,2012-07-31,1421,1421,8:57,8:15,1,2008-04-20,0,13,3,143,Average
957,Caitlin Warner,957,4272,2009-01-06,2011-12-19,1074,1077,10:23,7:50,1,2008-10-28,11,12,0,133,Good
958,Lawrence Bolton,958,4972,2002-12-05,2009-08-23,2460,2453,8:43,7:44,1,2002-05-28,12,19,3,153,Average
959,Mildred Counts,959,9227,2009-06-12,2011-05-09,695,696,8:4,8:31,0,2008-07-28,11,12,2,281,Good
960,William Jackson,960,7216,2005-05-04,2009-07-24,1551,1542,10:45,8:3,0,2004-06-27,14,16,3,132,Average
961,John Owens,961,8216,2011-06-23,2018-10-10,2659,2666,9:30,7:38,1,2011-03-23,1,10,8,270,Average
962,Adalberto Diamantopoulo,962,8339,2016-01-26,2019-04-02,1164,1162,8:23,7:57,0,2015-05-03,0,6,8,150,Bad
963,Rita Thomas,963,6181,2009-07-16,2009-12-31,164,168,8:6,8:40,0,2008-08-13,0,12,7,140,Bad
964,Janice Howland,964,4891,2002-02-13,2008-05-03,2273,2271,8:44,7:46,1,2001-06-15,6,19,2,150,Average
965,Christopher Hosey,965,3434,2009-07-05,2015-03-28,2089,2092,9:7,7:53,1,2009-05-28,0,12,4,180,Good
966,Elizabeth Hall,966,6199,2014-05-19,2017-10-05,1236,1235,8:7,7:35,1,2013-11-29,1,7,3,281,Good
967,Eddie Numbers,967,5795,2005-08-07,2020-02-25,5311,5315,8:55,7:25,1,2005-01-23,6,16,4,275,Good
968,Marvin Smith,968,7848,2009-12-15,2015-04-05,1938,1937,10:28,7:52,0,2009-07-06,1,11,7,130,Bad
969,Marjorie Hartage,969,8868,2013-04-07,2016-12-06,1339,1339,8:56,8:0,1,2013-03-03,0,8,3,130,Average
970,Robert Rhea,970,2337,2007-06-12,2007-10-29,147,139,8:50,8:9,0,2007-01-29,13,14,3,147,Average
971,Sally Wilborn,971,6706,2017-01-12,2020-02-07,1118,1121,8:39,8:1,0,2016-03-30,2,5,2,264,Good
972,Ben Fournier,972,6817,2008-06-08,2013-02-12,1718,1710,10:37,8:58,0,2007-09-27,11,13,2,290,Good
973,Gerald Wilkins,973,4148,2016-03-21,2018-08-06,860,868,8:50,8:17,0,2015-07-18,1,5,6,150,Bad
974,Robert Knowles,974,3462,2009-05-05,2010-07-27,450,448,8:47,8:48,1,2008-09-04,2,12,3,304,Good
975,Lisa Woods,975,9717,2005-05-05,2021-05-12,5842,5851,8:13,8:14,1,2004-07-29,13,16,3,136,Average
976,Charlene Williams,976,7238,2002-01-24,2014-10-07,4647,4639,10:15,7:30,0,2001-08-28,6,19,7,307,Average
977,William Trujillo,977,8429,2011-11-23,2011-11-27,3,4,9:19,7:33,1,2011-07-03,6,9,0,303,Excellent
978,Benjamin Shipp,978,8220,2018-08-23,2019-03-19,214,208,10:35,7:25,1,2017-08-30,0,3,0,156,Good
979,Daniel Mcmichael,979,7809,2016-05-06,2017-04-07,332,336,10:24,8:0,0,2015-06-29,3,5,3,271,Good
980,James Compton,980,3353,2008-09-30,2011-07-30,1033,1033,9:7,8:24,0,2008-01-09,10,13,3,140,Average
981,Jarvis Battle,981,9244,2004-12-30,2019-08-22,5344,5348,9:41,8:1,0,2004-05-09,14,17,2,130,Average
982,Pattie Almanza,982,3066,2018-07-24,2018-09-28,66,66,10:36,7:27,1,2018-03-09,1,3,1,266,Excellent
983,Christina Villanveva,983,3373,2004-11-18,2020-03-29,5606,5610,9:0,8:46,1,2004-06-12,14,16,0,139,Average
984,Tim Carlson,984,2087,2014-01-15,2017-02-19,1131,1131,10:8,7:38,1,2013-02-14,1,8,3,260,Good
985,Anne Simmons,985,8108,2006-09-05,2012-07-10,2131,2135,8:55,8:51,1,2005-09-28,5,15,5,137,Below Average
986,Jean Starr,986,2825,2011-02-26,2020-03-01,3300,3291,8:14,8:7,0,2010-09-03,2,10,8,158,Bad
987,Jessica Faucett,987,1124,2009-01-19,2013-07-25,1643,1648,8:16,7:43,1,2009-01-09,6,12,4,249,Good
988,Roy Shull,988,9884,2017-08-05,2017-09-07,34,33,9:37,7:6,0,2017-02-01,1,4,3,259,Good
989,James Posey,989,8501,2006-12-18,2018-08-22,4256,4265,8:10,7:26,0,2006-03-14,4,15,10,144,Bad
990,Sandra Davis,990,3993,2013-04-03,2015-09-10,895,890,9:38,8:16,1,2013-03-10,3,8,0,244,Excellent
991,Nadine Timberlake,991,5528,2016-07-09,2020-01-01,1263,1271,10:13,7:4,1,2016-06-25,1,4,3,219,Good
992,Lauren Hager,992,4009,2011-09-06,2013-09-12,742,737,10:39,8:17,1,2011-08-27,4,9,0,151,Average
993,Jeffrey Hernandez,993,7335,2012-12-13,2015-07-01,923,930,9:0,7:35,1,2012-08-07,5,8,3,269,Good
994,Derek Khan,994,5499,2003-04-01,2005-06-11,810,802,8:14,8:7,1,2003-01-15,5,18,3,127,Average
995,Cindy Poe,995,2662,2005-08-16,2007-09-03,746,748,9:9,7:37,0,2005-02-16,2,16,8,144,Bad
996,Stephanie Olcott,996,3672,2004-01-01,2009-09-01,2075,2070,9:54,7:43,0,2003-06-23,15,17,3,157,Average
997,Amanda Gebauer,997,7489,2017-10-01,2019-08-28,691,696,8:57,8:52,1,2017-08-27,0,3,1,224,Excellent
998,Harold Stewart,998,5822,2013-10-17,2020-09-09,2525,2519,9:20,7:27,1,2013-04-08,3,8,0,155,Average
999,Inez Bowen,999,3328,2013-07-19,2019-11-14,2309,2309,8:0,8:1,0,2013-03-22,2,8,7,131,Bad
1000,Debra Ramirez,1000,5322,2005-10-07,2013-11-24,2973,2970,10:46,7:9,1,2005-05-14,5,16,3,258,Good
1001,Ronald Benjamin,1001,5801,2018-05-18,2020-07-03,769,777,9:4,7:57,1,2017-12-27,2,3,3,267,Good
1002,William Obrien,1002,3565,2010-10-27,2016-10-17,2186,2182,9:37,8:34,1,2009-12-22,1,11,3,141,Average
1003,Lina Martinez,1003,1310,2008-05-03,2016-05-14,2929,2933,8:0,8:49,1,2007-09-04,4,13,6,160,Below Average
1004,Ann Matthews,1004,8574,2003-09-12,2012-09-01,3282,3277,8:3,8:53,1,2002-11-15,4,18,2,247,Good
1005,Carmen Thompson,1005,2908,2009-05-03,2018-01-19,3174,3183,9:55,7:41,1,2009-03-23,2,12,8,260,Average
1006,Maria Arroliga,1006,6773,2017-08-08,2019-02-14,563,555,9:36,8:30,0,2017-01-29,1,4,2,151,Average
1007,Carl Drake,1007,9396,2012-06-21,2021-03-26,3196,3200,10:51,8:24,0,2012-03-24,2,9,7,137,Bad
1008,Xavier Poland,1008,6724,2016-07-27,2017-03-16,233,232,8:11,8:39,0,2015-09-17,2,5,2,256,Good
1009,David Almand,1009,3832,2018-08-06,2019-08-28,379,387,10:11,7:39,1,2018-05-27,0,3,2,239,Good
1010,Jane Casavez,1010,5726,2010-03-29,2015-10-12,2028,2023,10:8,7:18,0,2009-09-09,5,11,8,152,Bad
1011,Holly Wallner,1011,7883,2017-07-31,2021-03-14,1313,1322,9:4,7:14,1,2017-07-14,0,3,2,149,Average
1012,Nellie Mitchell,1012,9116,2013-02-02,2014-09-09,588,584,9:33,8:46,0,2013-01-17,3,8,3,284,Good
1013,Shayla Ward,1013,3605,2007-03-13,2007-10-05,197,206,10:36,7:16,0,2006-10-26,3,14,10,248,Below Average
1014,Israel Koontz,1014,7552,2016-05-16,2017-10-26,536,528,9:7,8:49,1,2015-10-09,4,5,1,156,Good
1015,Matthew Claar,1015,5480,2007-08-13,2012-02-25,1650,1657,9:36,7:38,0,2006-08-30,2,14,9,138,Bad
1016,Robert Williamson,1016,2455,2002-12-18,2017-06-27,5307,5305,10:40,7:29,0,2002-07-17,5,18,7,155,Bad
1017,Juanita Marchese,1017,5367,2018-12-28,2020-10-04,643,646,10:25,8:24,1,2018-11-29,0,2,1,229,Excellent
1018,Victoria Fischer,1018,5073,2010-09-09,2012-07-08,670,668,8:19,8:54,1,2010-05-22,2,11,2,136,Average
1019,David Guinn,1019,5379,2001-08-16,2012-12-22,4145,4146,10:23,7:33,0,2001-06-05,18,19,2,241,Good
1020,Annis Shield,1020,1469,2001-11-09,2017-02-11,5581,5573,9:55,8:3,1,2001-05-04,16,20,0,258,Excellent
1021,Patricia Vasquez,1021,7530,2008-09-22,2010-04-18,573,573,10:46,7:17,1,2008-09-11,0,12,2,146,Average
1022,Anthony Vancleave,1022,8463,2009-06-25,2014-05-27,1797,1797,8:32,7:20,0,2008-06-28,7,12,3,145,Average
1023,Danna Livingstone,1023,5946,2016-05-27,2016-10-01,119,127,8:14,8:21,0,2015-09-19,2,5,5,159,Below Average
1024,Lauren Padgett,1024,7161,2016-07-18,2021-01-22,1658,1649,8:4,8:40,1,2016-04-15,2,5,0,129,Good
1025,Billy Radford,1025,7401,2007-08-07,2016-02-24,3122,3123,9:37,8:40,0,2006-12-05,0,14,8,142,Bad
1026,Victoria Carter,1026,8187,2017-11-04,2020-03-22,876,869,8:46,8:23,0,2017-07-04,1,3,3,129,Average
1027,Anna Beach,1027,5460,2016-10-28,2018-09-04,673,676,9:10,8:19,0,2016-10-15,3,4,2,287,Good
1028,Nelson Moreno,1028,3735,2007-11-04,2018-02-19,3761,3760,10:3,7:24,1,2007-01-07,13,14,0,275,Excellent
1029,Jessica Taylor,1029,9164,2009-08-11,2020-05-28,3939,3943,10:49,8:43,0,2009-06-01,8,11,2,272,Good
1030,William Turner,1030,5424,2002-01-09,2010-10-21,3212,3207,8:43,7:40,1,2001-06-13,2,19,2,307,Good
1031,Bonnie Meeks,1031,6460,2017-08-03,2019-04-22,624,627,9:5,7:24,1,2017-05-20,0,4,1,295,Excellent
1032,Jc Kelly,1032,7404,2010-11-17,2017-10-16,2529,2525,8:14,8:31,0,2010-03-10,2,11,8,237,Average
1033,Jeremy Englert,1033,2155,2011-07-30,2020-01-04,3072,3080,9:53,8:42,0,2011-07-11,4,9,8,158,Below Average
1034,Denise Collins,1034,2786,2001-09-09,2008-06-14,2477,2470,10:1,8:21,1,2001-06-04,15,19,0,266,Excellent
1035,Freddy Cocke,1035,6735,2003-08-26,2007-05-06,1340,1349,10:29,7:34,1,2002-09-03,0,18,7,256,Average
1036,Megan Connors,1036,5487,2011-05-29,2014-01-18,969,965,10:26,7:17,1,2011-03-28,3,10,3,158,Average
1037,Sharon Lee,1037,3949,2003-08-23,2013-08-20,3644,3650,8:36,8:49,0,2003-04-21,7,18,7,268,Average
1038,Beatrice Castro,1038,1715,2005-07-30,2019-11-23,5231,5229,8:36,8:45,1,2005-04-07,3,16,2,237,Good
1039,Lon Smith,1039,3487,2016-09-22,2021-01-17,1576,1578,10:24,8:42,0,2016-06-09,0,4,3,273,Good
1040,Christine Choat,1040,2375,2005-03-26,2019-10-14,5318,5315,9:59,7:31,1,2004-03-28,6,17,3,309,Good
1041,Adrian Green,1041,9659,2003-09-13,2017-07-02,5040,5041,8:36,8:46,0,2003-06-04,13,17,3,258,Good
1042,Elaine Hylan,1042,3025,2017-05-26,2020-09-02,1200,1195,8:55,7:14,0,2017-05-08,0,4,3,233,Good
1043,Joseph Curi,1043,3785,2006-05-02,2021-04-16,5456,5463,8:4,8:57,0,2006-04-12,5,15,9,249,Below Average
1044,Earl Hambleton,1044,8139,2016-07-25,2020-05-11,1386,1386,8:39,8:44,0,2016-03-09,4,5,3,179,Average
1045,Mildred Dartt,1045,7948,2009-10-20,2010-01-08,76,80,9:15,7:44,0,2009-10-03,3,11,8,128,Bad
1046,Wanda West,1046,3216,2017-09-10,2019-02-20,530,528,9:38,8:43,0,2017-06-04,0,3,2,250,Good
1047,John Ragle,1047,9444,2012-08-15,2012-08-21,5,6,8:21,8:7,1,2012-04-20,5,9,1,151,Good
1048,Melissa Weir,1048,4409,2014-07-16,2021-04-15,2466,2465,8:30,8:0,1,2014-04-21,3,7,0,132,Good
1049,Rhonda Ngo,1049,9773,2009-09-26,2018-07-01,3199,3200,9:49,8:42,0,2009-04-25,1,12,8,232,Good
1050,Grace Harrison,1050,3504,2002-04-18,2008-03-15,2164,2158,9:3,8:42,0,2001-12-06,17,19,3,229,Good
1051,Felicia Bannister,1051,1586,2016-09-28,2021-03-30,1635,1644,10:0,8:0,1,2015-12-17,2,5,3,261,Good
1052,Gladys Brace,1052,7878,2009-09-06,2020-01-23,3796,3791,9:20,7:7,0,2009-01-09,0,12,8,129,Bad
1053,Thomas Beu,1053,7514,2016-03-12,2020-11-21,1710,1715,8:24,8:10,0,2015-12-31,0,5,6,244,Average
1054,Krista Wilmoth,1054,7065,2001-07-14,2004-01-23,926,923,9:14,8:25,1,2001-02-22,8,20,3,258,Good
